Ensembl	Gene_Name	logConc	p.value	Fold_Change	q.value	DE	Low_read_count	D2_SNP_correction	flip_flop	Affymetrix_ProbeID	Affymetrix_Fold_Change	Affymetrix_q.value	Illumina_Probe_ID 	Illumina_Fold_Change 	Illumina_q.value	Biotype 	Chr	Gene_start	Gene_Description
ENSMUSG00000027115	Kif18a	-20.20	1.2715E-01	1.27	2.2656E-01	0	1	4	N/A	1424107_at	0.98	4.5379E-01	ILMN_2911781	0.96	2.43E-01	protein_coding	2	109120895	kinesin family member 18A Gene [Source:MGI (curated);Acc:MGI:2446977]
ENSMUSG00000022110	Sucla2	-13.17	1.2713E-01	1.13	2.2656E-01	0	0	4	N/A	1452206_at	0.95	1.0047E-01	ILMN_2596942	1.18	1.41E-01	protein_coding	14	73925126	"succinate-Coenzyme A ligase, ADP-forming, beta subunit Gene [Source:MGI (curated);Acc:MGI:1306775]"
ENSMUSG00000022761	Lztr1	-12.78	1.2723E-01	0.88	2.2665E-01	0	0	4	N/A	1450927_at	0.93	1.1181E-01	ILMN_2681492	0.99	4.71E-01	protein_coding	16	17508781	"leucine-zipper-like transcriptional regulator, 1 Gene [Source:MGI (curated);Acc:MGI:1914113]"
ENSMUSG00000030934	Oat	-13.95	1.2725E-01	1.13	2.2665E-01	0	0	4	N/A	1416452_at	1.01	5.1718E-01	ILMN_2933112	1.12	2.31E-01	protein_coding	7	139749162	ornithine aminotransferase Gene [Source:MGI Symbol;Acc:MGI:97394]
ENSMUSG00000051390	Zbtb22	-15.28	1.2734E-01	0.88	2.2678E-01	0	0	4	N/A	1448705_at	0.99	4.7398E-01	N/A	N/A	N/A	protein_coding	17	34053131	zinc finger and BTB domain containing 22 Gene [Source:MGI Symbol;Acc:MGI:1931870]
ENSMUSG00000036578	Fxyd7	-15.33	1.2739E-01	0.88	2.2683E-01	0	0	4	N/A	1419200_at	0.90	1.4621E-01	N/A	N/A	N/A	protein_coding	7	31827536	FXYD domain-containing ion transport regulator 7 Gene [Source:MGI Symbol;Acc:MGI:1889006]
ENSMUSG00000031487	Brf2	-16.62	1.2754E-01	0.88	2.2706E-01	0	0	4	N/A	1429561_at	0.98	3.5471E-01	ILMN_1258583	0.80	8.66E-02	protein_coding	8	28234304	"BRF2, subunit of RNA polymerase III transcription initiation factor, BRF1-like Gene [Source:MGI Symbol;Acc:MGI:1913903]"
ENSMUSG00000031147	Magix	-20.88	1.2757E-01	1.38	2.2707E-01	0	1	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	X	7250290	"MAGI family member, X-linked Gene [Source:MGI (curated);Acc:MGI:1859644]"
ENSMUSG00000057469	E2f6	-15.89	1.2761E-01	1.14	2.2710E-01	0	0	4	N/A	N/A	N/A	N/A	ILMN_2791963	0.92	9.67E-02	protein_coding	12	16817775	E2F transcription factor 6 Gene [Source:MGI Symbol;Acc:MGI:1354159]
ENSMUSG00000022557	Bop1	-14.57	1.2793E-01	0.88	2.2752E-01	0	0	4	N/A	1423264_at	0.99	4.3578E-01	N/A	N/A	N/A	protein_coding	15	76283572	block of proliferation 1 Gene [Source:MGI Symbol;Acc:MGI:1334460]
ENSMUSG00000024137	E4f1	-15.31	1.2793E-01	1.14	2.2752E-01	0	0	4	N/A	1450464_at	0.96	3.2300E-01	ILMN_2650893	0.83	1.87E-02	protein_coding	17	24580737	E4F transcription factor 1 Gene [Source:MGI Symbol;Acc:MGI:109530]
ENSMUSG00000020923	Ubtf	-13.23	1.2790E-01	1.13	2.2752E-01	0	0	4	N/A	1453097_a_at	1.10	6.4429E-02	ILMN_1255927	0.94	2.98E-01	protein_coding	11	102165875	"upstream binding transcription factor, RNA polymerase I Gene [Source:MGI (curated);Acc:MGI:98512]"
ENSMUSG00000036099	Vezt	-14.78	1.2794E-01	1.13	2.2752E-01	0	0	4	N/A	1455472_at	0.75	6.0938E-07	N/A	N/A	N/A	protein_coding	10	93401910	"vezatin, adherens junctions transmembrane protein Gene [Source:MGI (curated);Acc:MGI:2143698]"
ENSMUSG00000036819	Jmjd4	-15.02	1.2811E-01	0.88	2.2768E-01	0	0	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	11	59263547	jumonji domain containing 4 Gene [Source:MGI (curated);Acc:MGI:2144404]
ENSMUSG00000073616	Myeov2	-15.84	1.2808E-01	1.13	2.2768E-01	0	0	4	N/A	1433516_a_at	0.94	1.1925E-01	N/A	N/A	N/A	protein_coding	1	94533722	myeloma overexpressed 2 Gene [Source:MGI (curated);Acc:MGI:1914165]
ENSMUSG00000059395	Nkapl	-21.41	1.2810E-01	1.34	2.2768E-01	0	1	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	13	21558916	NFKB activating protein-like Gene [Source:MGI (curated);Acc:MGI:1913957]
ENSMUSG00000053646	Plxnb1	-12.99	1.2807E-01	0.88	2.2768E-01	0	0	4	N/A	1435255_at	0.91	1.6895E-02	ILMN_1246710	1.12	1.36E-01	protein_coding	9	108997950	plexin B1 Gene [Source:MGI (curated);Acc:MGI:2154238]
ENSMUSG00000081010	RP23-358C5.3	-16.86	1.2816E-01	1.15	2.2771E-01	0	0	4	N/A	1428177_at	1.02	3.6411E-01	N/A	N/A	N/A	pseudogene	2	103659160	N/A
ENSMUSG00000084098	RP23-54E16.3	-17.17	1.2817E-01	1.14	2.2771E-01	0	0	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	pseudogene	2	23090756	N/A
ENSMUSG00000031583	Wrn	-16.72	1.2828E-01	1.14	2.2787E-01	0	0	4	N/A	1425074_at	0.82	9.2203E-03	ILMN_1244390	0.92	1.33E-01	protein_coding	8	34346172	Werner syndrome homolog (human) Gene [Source:MGI Symbol;Acc:MGI:109635]
ENSMUSG00000021468	Sptlc1	-15.20	1.2831E-01	1.13	2.2788E-01	0	0	4	N/A	1422690_at	1.05	1.7743E-01	ILMN_2703159	0.93	3.07E-01	protein_coding	13	53428121	"serine palmitoyltransferase, long chain base subunit 1 Gene [Source:MGI Symbol;Acc:MGI:1099431]"
ENSMUSG00000056222	Spock1	-11.89	1.2834E-01	1.13	2.2789E-01	0	0	4	N/A	1419672_at	0.72	6.6369E-04	ILMN_2590421	1.22	7.05E-02	protein_coding	13	57524451	"sparc/osteonectin, cwcv and kazal-like domains proteoglycan 1 Gene [Source:MGI Symbol;Acc:MGI:105371]"
ENSMUSG00000032570	Atp2c1	-12.84	1.2845E-01	1.13	2.2804E-01	0	0	4	N/A	1442742_at	4.57	1.1823E-11	ILMN_1252963	1.13	5.44E-02	protein_coding	9	105313693	"ATPase, Ca++-sequestering Gene [Source:MGI Symbol;Acc:MGI:1889008]"
ENSMUSG00000053129	Gsx1	-21.78	1.2850E-01	0.70	2.2809E-01	0	1	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	5	148000272	GS homeobox 1 Gene [Source:MGI (curated);Acc:MGI:95842]
ENSMUSG00000019866	Aim1	-19.61	1.2858E-01	0.81	2.2820E-01	0	0	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	10	43670443	absent in melanoma 1 Gene [Source:MGI Symbol;Acc:MGI:109544]
ENSMUSG00000002799	Jag2	-15.06	1.2862E-01	0.88	2.2823E-01	0	0	4	N/A	1426431_at	0.94	1.3131E-01	ILMN_2626585	0.92	6.47E-02	protein_coding	12	114146801	jagged 2 Gene [Source:MGI Symbol;Acc:MGI:1098270]
ENSMUSG00000001383	Zmat2	-13.71	1.2870E-01	1.13	2.2829E-01	0	0	4	N/A	1417536_at	0.89	1.5301E-02	N/A	N/A	N/A	protein_coding	18	36953587	"zinc finger, matrin type 2 Gene [Source:MGI Symbol;Acc:MGI:1913742]"
ENSMUSG00000073062	Zxdb	-16.35	1.2868E-01	1.13	2.2829E-01	0	0	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	X	91969908	"zinc finger, X-linked, duplicated B Gene [Source:MGI (curated);Acc:MGI:3694898]"
ENSMUSG00000049414	AL583889.1	-22.94	1.2880E-01	0.57	2.2838E-01	0	1	4	N/A	N/A	N/A	N/A	ILMN_3142273	0.90	2.30E-01	pseudogene	15	83235487	N/A
ENSMUSG00000049676	Catsperg1	-22.82	1.2880E-01	0.63	2.2838E-01	0	1	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	7	29966553	"cation channel, sperm-associated, gamma 1 Gene [Source:MGI Symbol;Acc:MGI:2443617]"
ENSMUSG00000081578	RP23-278I21.8	-17.29	1.2885E-01	1.15	2.2844E-01	0	0	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	pseudogene	11	60629915	N/A
ENSMUSG00000064065	Ipcef1	-13.16	1.2890E-01	0.88	2.2849E-01	0	0	4	N/A	1439808_at	0.83	3.1241E-01	ILMN_3162205	0.95	2.17E-01	protein_coding	10	3294063	interaction protein for cytohesin exchange factors 1 Gene [Source:MGI (curated);Acc:MGI:2444159]
ENSMUSG00000038181	Chpf2	-14.85	1.2897E-01	0.88	2.2852E-01	0	0	4	N/A	1452170_at	0.89	2.1916E-02	N/A	N/A	N/A	protein_coding	5	24092559	chondroitin polymerizing factor 2 Gene [Source:MGI (curated);Acc:MGI:1917522]
ENSMUSG00000029152	Ociad1	-12.59	1.2901E-01	1.13	2.2852E-01	0	0	4	N/A	1449889_a_at	0.99	4.4392E-01	ILMN_1237183	1.22	2.60E-02	protein_coding	5	73684063	OCIA domain containing 1 Gene [Source:MGI Symbol;Acc:MGI:1915345]
ENSMUSG00000051323	Pcdh19	-15.21	1.2900E-01	0.88	2.2852E-01	0	0	4	N/A	1455145_at	0.85	2.9244E-02	N/A	N/A	N/A	protein_coding	X	130117415	protocadherin 19 Gene [Source:MGI (curated);Acc:MGI:2685563]
ENSMUSG00000026179	Pnkd	-13.19	1.2897E-01	0.88	2.2852E-01	0	0	4	N/A	1418746_at	1.02	3.9375E-01	ILMN_2731550	1.09	1.75E-01	protein_coding	1	74331504	paroxysmal nonkinesiogenic dyskinesia Gene [Source:MGI (curated);Acc:MGI:1930773]
ENSMUSG00000046408	1700067K01Rik	-21.01	1.2917E-01	1.46	2.2869E-01	0	1	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	8	86525422	RIKEN cDNA 1700067K01 gene Gene [Source:MGI Symbol;Acc:MGI:1920703]
ENSMUSG00000041879	Ipo9	-12.30	1.2913E-01	0.88	2.2869E-01	0	0	4	N/A	1424466_at	0.77	1.6966E-06	N/A	N/A	N/A	protein_coding	1	137278889	importin 9 Gene [Source:MGI (curated);Acc:MGI:1918944]
ENSMUSG00000086999	RP23-321B23.1	-20.98	1.2917E-01	1.27	2.2869E-01	0	1	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	processed_transcript	2	170181861	N/A
ENSMUSG00000027939	Nup210l	-20.56	1.2931E-01	0.78	2.2889E-01	0	1	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	3	89908056	nucleoporin 210-like Gene [Source:MGI Symbol;Acc:MGI:1924845]
ENSMUSG00000048402	Gli2	-17.55	1.2949E-01	0.87	2.2917E-01	0	0	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	1	120730709	GLI-Kruppel family member GLI2 Gene [Source:MGI (curated);Acc:MGI:95728]
ENSMUSG00000016831	Tox4	-16.88	1.2956E-01	1.15	2.2927E-01	0	0	4	N/A	1436049_at	1.26	9.6352E-05	N/A	N/A	N/A	protein_coding	14	52898821	TOX high mobility group box family member 4 Gene [Source:MGI (curated);Acc:MGI:1915389]
ENSMUSG00000084378	RP23-174C4.1	-18.81	1.2959E-01	0.84	2.2927E-01	0	0	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	pseudogene	X	164214193	N/A
ENSMUSG00000018583	G3bp1	-15.40	1.2963E-01	1.14	2.2930E-01	0	0	4	N/A	1455060_at	1.15	3.7447E-03	ILMN_2719888	0.93	1.74E-01	protein_coding	11	55283187	Ras-GTPase-activating protein SH3-domain binding protein 1 Gene [Source:MGI (curated);Acc:MGI:1351465]
ENSMUSG00000042642	Flad1	-15.53	1.2979E-01	0.88	2.2952E-01	0	0	4	N/A	1424421_at	0.96	1.6672E-01	ILMN_2602630	0.88	6.32E-02	protein_coding	3	89204926	"RFad1, flavin adenine dinucleotide synthetase, homolog (yeast) Gene [Source:MGI (curated);Acc:MGI:2443030]"
ENSMUSG00000029670	Ing3	-16.23	1.2980E-01	1.14	2.2952E-01	0	0	4	N/A	1450760_a_at	1.02	3.8496E-01	ILMN_2685696	0.89	7.51E-02	protein_coding	6	21899571	"inhibitor of growth family, member 3 Gene [Source:MGI (curated);Acc:MGI:1919027]"
ENSMUSG00000043683	Fem1a	-15.57	1.2985E-01	0.88	2.2954E-01	0	0	4	N/A	1423583_at	1.06	1.5075E-01	N/A	N/A	N/A	protein_coding	17	56396242	feminization 1 homolog a (C. elegans) Gene [Source:MGI Symbol;Acc:MGI:1335089]
ENSMUSG00000052558	Gm9884	-20.75	1.2989E-01	1.22	2.2954E-01	0	1	4	N/A	N/A	N/A	N/A	ILMN_2788984	1.00	4.81E-01	protein_coding	1	25887502	predicted gene 9884 Gene [Source:MGI Symbol;Acc:MGI:3642830]
ENSMUSG00000039221	Rpl22l1	-21.23	1.2985E-01	1.26	2.2954E-01	0	1	4	N/A	N/A	N/A	N/A	ILMN_2678755	0.97	4.31E-01	protein_coding	3	28704433	ribosomal protein L22 like 1 Gene [Source:MGI Symbol;Acc:MGI:1915278]
ENSMUSG00000027894	Slc6a17	-10.68	1.2990E-01	0.88	2.2954E-01	0	0	4	N/A	1458441_at	0.91	1.2666E-01	ILMN_2734160	0.84	1.82E-01	protein_coding	3	107270467	"solute carrier family 6 (neurotransmitter transporter), member 17 Gene [Source:MGI Symbol;Acc:MGI:2442535]"
ENSMUSG00000054517	Trim65	-18.82	1.2995E-01	1.19	2.2960E-01	0	0	4	N/A	1442004_at	1.01	5.0718E-01	N/A	N/A	N/A	protein_coding	11	115983160	tripartite motif-containing 65 Gene [Source:MGI (curated);Acc:MGI:2442815]
ENSMUSG00000018830	Myh11	-16.42	1.3014E-01	1.14	2.2986E-01	0	0	4	N/A	N/A	N/A	N/A	ILMN_2622217	0.98	3.41E-01	protein_coding	16	14194625	"myosin, heavy polypeptide 11, smooth muscle Gene [Source:MGI Symbol;Acc:MGI:102643]"
ENSMUSG00000030683	Sez6l2	-11.60	1.3015E-01	0.88	2.2986E-01	0	0	4	N/A	1423983_at	0.96	2.5252E-01	ILMN_2647218	0.88	1.95E-01	protein_coding	7	134085658	seizure related 6 homolog like 2 Gene [Source:MGI (curated);Acc:MGI:2385295]
ENSMUSG00000025591	1810029B16Rik	-18.26	1.3024E-01	1.16	2.2995E-01	0	0	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	8	68998229	RIKEN cDNA 1810029B16 gene Gene [Source:MGI Symbol;Acc:MGI:1913532]
ENSMUSG00000042747	Krtcap2	-16.99	1.3026E-01	0.87	2.2995E-01	0	0	4	N/A	1417058_a_at	0.88	6.5497E-02	ILMN_2605694	1.01	4.11E-01	protein_coding	3	89049888	keratinocyte associated protein 2 Gene [Source:MGI (curated);Acc:MGI:1913309]
ENSMUSG00000027510	Rbm38	-20.37	1.3025E-01	0.82	2.2995E-01	0	1	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	2	172847403	RNA binding motif protein 38 Gene [Source:MGI (curated);Acc:MGI:1889294]
ENSMUSG00000008153	Clstn3	-11.22	1.3052E-01	0.88	2.2997E-01	0	0	4	N/A	1426989_at	0.99	5.1008E-01	ILMN_2827217	0.97	3.52E-01	protein_coding	6	124380777	calsyntenin 3 Gene [Source:MGI (curated);Acc:MGI:2178323]
ENSMUSG00000026679	Enkur	-19.74	1.3052E-01	1.20	2.2997E-01	0	0	4	N/A	1428960_at	0.76	9.9399E-02	N/A	N/A	N/A	protein_coding	2	21102358	"enkurin, TRPC channel interacting protein Gene [Source:MGI (curated);Acc:MGI:1918483]"
ENSMUSG00000020715	Ern1	-15.96	1.3039E-01	0.88	2.2997E-01	0	0	4	N/A	1437119_at	1.02	3.4516E-01	N/A	N/A	N/A	protein_coding	11	106255964	endoplasmic reticulum (ER) to nucleus signalling 1 Gene [Source:MGI (curated);Acc:MGI:1930134]
ENSMUSG00000040621	Gemin8	-20.48	1.3044E-01	0.77	2.2997E-01	0	1	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	X	162608386	gem (nuclear organelle) associated protein 8 Gene [Source:MGI (curated);Acc:MGI:2384300]
ENSMUSG00000022610	Mapk12	-17.74	1.3030E-01	0.87	2.2997E-01	0	0	4	N/A	1449283_a_at	0.96	3.5534E-01	ILMN_2724570	1.04	3.14E-01	protein_coding	15	88961015	mitogen-activated protein kinase 12 Gene [Source:MGI Symbol;Acc:MGI:1353438]
ENSMUSG00000026303	Mlph	-19.43	1.3036E-01	0.83	2.2997E-01	0	0	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	1	92811662	melanophilin Gene [Source:MGI (curated);Acc:MGI:2176380]
ENSMUSG00000006389	Mpl	-21.55	1.3052E-01	0.74	2.2997E-01	0	1	4	N/A	N/A	N/A	N/A	ILMN_2855310	0.93	1.42E-01	protein_coding	4	118115020	myeloproliferative leukemia virus oncogene Gene [Source:MGI (curated);Acc:MGI:97076]
ENSMUSG00000004846	Plod3	-15.34	1.3048E-01	0.88	2.2997E-01	0	0	4	N/A	1415901_at	0.90	7.3810E-03	ILMN_2723058	0.80	2.23E-02	protein_coding	5	137462889	"procollagen-lysine, 2-oxoglutarate 5-dioxygenase 3 Gene [Source:MGI (curated);Acc:MGI:1347008]"
ENSMUSG00000029370	Rassf6	-21.50	1.3052E-01	0.78	2.2997E-01	0	1	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	5	91032102	Ras association (RalGDS/AF-6) domain family member 6 Gene [Source:MGI Symbol;Acc:MGI:1920496]
ENSMUSG00000084859	RP23-416H10.1	-21.61	1.3052E-01	0.77	2.2997E-01	0	1	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	processed_transcript	2	4053109	N/A
ENSMUSG00000022658	Tagln3	-12.68	1.3049E-01	0.88	2.2997E-01	0	0	4	N/A	1450683_at	0.84	5.1404E-03	ILMN_2745930	0.80	2.32E-02	protein_coding	16	45711343	transgelin 3 Gene [Source:MGI (curated);Acc:MGI:1926784]
ENSMUSG00000025816	Sec61a2	-14.67	1.3062E-01	0.88	2.3010E-01	0	0	4	N/A	1449944_a_at	0.84	8.7676E-05	ILMN_1244414	0.83	2.69E-02	protein_coding	2	5792033	"Sec61, alpha subunit 2 (S. cerevisiae) Gene [Source:MGI (curated);Acc:MGI:1931071]"
ENSMUSG00000028496	Mllt3	-17.21	1.3080E-01	1.15	2.3037E-01	0	0	4	N/A	1429205_at	0.90	1.4002E-01	ILMN_3035795	0.80	3.38E-02	protein_coding	4	87415833	"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3 Gene [Source:MGI (curated);Acc:MGI:1917372]"
ENSMUSG00000029571	Tmem106b	-12.30	1.3084E-01	1.13	2.3040E-01	0	0	4	N/A	1430592_at	0.82	3.0741E-02	ILMN_1231096	1.25	2.30E-01	protein_coding	6	13019759	transmembrane protein 106B Gene [Source:MGI (curated);Acc:MGI:1919150]
ENSMUSG00000030059	Tmf1	-14.65	1.3088E-01	1.13	2.3044E-01	0	0	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	6	97105260	TATA element modulatory factor 1 Gene [Source:MGI (curated);Acc:MGI:2684999]
ENSMUSG00000053801	Grwd1	-16.22	1.3092E-01	0.88	2.3047E-01	0	0	4	N/A	1452171_at	0.97	3.1614E-01	N/A	N/A	N/A	protein_coding	7	53080600	glutamate-rich WD repeat containing 1 Gene [Source:MGI (curated);Acc:MGI:2141989]
ENSMUSG00000031983	2310022B05Rik	-14.12	1.3096E-01	0.88	2.3047E-01	0	0	4	N/A	1428910_at	0.94	3.3349E-01	ILMN_1257333	0.90	1.10E-01	protein_coding	8	127159666	RIKEN cDNA 2310022B05 gene Gene [Source:MGI Symbol;Acc:MGI:1916801]
ENSMUSG00000032422	Snx14	-14.50	1.3097E-01	1.13	2.3047E-01	0	0	4	N/A	1456039_at	0.98	3.7276E-01	ILMN_2889274	1.07	2.66E-01	protein_coding	9	88271588	sorting nexin 14 Gene [Source:MGI (curated);Acc:MGI:2155664]
ENSMUSG00000021478	Drd1a	-12.39	1.3102E-01	1.13	2.3053E-01	0	0	4	N/A	1455629_at	1.13	2.6258E-01	ILMN_2734062	1.03	4.25E-01	protein_coding	13	54147024	dopamine receptor D1A Gene [Source:MGI Symbol;Acc:MGI:99578]
ENSMUSG00000032017	Grik4	-15.58	1.3113E-01	0.88	2.3058E-01	0	0	4	N/A	1437681_at	1.01	5.0100E-01	N/A	N/A	N/A	protein_coding	9	42326218	"glutamate receptor, ionotropic, kainate 4 Gene [Source:MGI (curated);Acc:MGI:95817]"
ENSMUSG00000033854	Kcnk10	-18.43	1.3114E-01	1.17	2.3058E-01	0	0	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	12	99672204	"potassium channel, subfamily K, member 10 Gene [Source:MGI Symbol;Acc:MGI:1919508]"
ENSMUSG00000031104	Rab33a	-15.90	1.3109E-01	0.88	2.3058E-01	0	0	4	N/A	1417529_at	0.97	4.0204E-01	ILMN_3161828	0.98	4.12E-01	protein_coding	X	45872462	"RAB33A, member of RAS oncogene family Gene [Source:MGI (curated);Acc:MGI:109493]"
ENSMUSG00000004937	Sgta	-13.59	1.3111E-01	0.88	2.3058E-01	0	0	4	N/A	1451067_at	0.98	3.7517E-01	ILMN_1242694	1.05	3.26E-01	protein_coding	10	80506820	"small glutamine-rich tetratricopeptide repeat (TPR)-containing, alpha Gene [Source:MGI Symbol;Acc:MGI:1098703]"
ENSMUSG00000029551	Psmg3	-17.58	1.3138E-01	0.86	2.3097E-01	0	0	4	N/A	1424087_at	0.93	1.7007E-01	ILMN_2695599	0.75	1.19E-02	protein_coding	5	140299568	"proteasome (prosome, macropain) assembly chaperone 3 Gene [Source:MGI Symbol;Acc:MGI:1913756]"
ENSMUSG00000030708	Dnajb13	-21.84	1.3147E-01	0.73	2.3099E-01	0	1	4	N/A	N/A	N/A	N/A	ILMN_2667257	0.89	1.66E-01	protein_coding	7	107651527	"DnaJ (Hsp40) related, subfamily B, member 13 Gene [Source:MGI (curated);Acc:MGI:1916637]"
ENSMUSG00000038366	Lasp1	-14.19	1.3148E-01	0.88	2.3099E-01	0	0	4	N/A	1460173_at	0.89	4.3321E-02	ILMN_2879746	0.88	1.36E-01	protein_coding	11	97660314	LIM and SH3 protein 1 Gene [Source:MGI (curated);Acc:MGI:109656]
ENSMUSG00000062044	Lmtk3	-12.33	1.3149E-01	0.89	2.3099E-01	0	0	4	N/A	N/A	N/A	N/A	ILMN_2957555	0.79	1.57E-02	protein_coding	7	53039108	lemur tyrosine kinase 3 Gene [Source:MGI (curated);Acc:MGI:3039582]
ENSMUSG00000029605	Oas1b	-21.89	1.3147E-01	1.55	2.3099E-01	0	1	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	5	121262647	2'-5' oligoadenylate synthetase 1B Gene [Source:MGI Symbol;Acc:MGI:97430]
ENSMUSG00000030924	2610020H08Rik	-20.60	1.3180E-01	1.30	2.3114E-01	0	1	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	7	126937520	RIKEN cDNA 2610020H08 gene Gene [Source:MGI Symbol;Acc:MGI:1919402]
ENSMUSG00000045094	4933429F08Rik	-19.41	1.3165E-01	0.84	2.3114E-01	0	0	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	18	61653448	RIKEN cDNA 4933429F08 gene Gene [Source:MGI Symbol;Acc:MGI:3045339]
ENSMUSG00000020473	Aebp1	-16.77	1.3163E-01	0.88	2.3114E-01	0	0	4	N/A	1422514_at	1.07	2.4692E-01	ILMN_2873822	1.04	3.15E-01	protein_coding	11	5761930	AE binding protein 1 Gene [Source:MGI (curated);Acc:MGI:1197012]
ENSMUSG00000021125	Arg2	-18.16	1.3179E-01	1.18	2.3114E-01	0	0	4	N/A	1418847_at	1.26	5.3278E-02	ILMN_2669164	1.20	6.86E-02	protein_coding	12	80231764	arginase type II Gene [Source:MGI (curated);Acc:MGI:1330806]
ENSMUSG00000016028	Celsr1	-16.64	1.3169E-01	0.88	2.3114E-01	0	0	4	N/A	1418925_at	0.74	8.2886E-05	ILMN_1235423	0.98	4.30E-01	protein_coding	15	85729188	"cadherin, EGF LAG seven-pass G-type receptor 1 (flamingo homolog, Drosophila) Gene [Source:MGI Symbol;Acc:MGI:1100883]"
ENSMUSG00000052821	Cysltr1	-20.53	1.3182E-01	1.28	2.3114E-01	0	1	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	X	103769685	cysteinyl leukotriene receptor 1 Gene [Source:MGI (curated);Acc:MGI:1926218]
ENSMUSG00000021675	F2rl2	-20.59	1.3182E-01	1.32	2.3114E-01	0	1	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	13	96466912	coagulation factor II (thrombin) receptor-like 2 Gene [Source:MGI Symbol;Acc:MGI:1298208]
ENSMUSG00000035509	Fbxl21	-17.23	1.3182E-01	1.16	2.3114E-01	0	0	4	N/A	N/A	N/A	N/A	N/A	N/A	N/A	protein_coding	13	56623833	F-box and leucine-rich repeat protein 21 Gene [Source:MGI (curated);Acc:MGI:2442921]
ENSMUSG00000032352	Lrrc1	-15.79	1.3162E-01	1.14	2.3114E-01	0	0	4	N/A	1452411_at	0.97	4.0746E-01	ILMN_2868459	0.95	4.54E-01	protein_coding	9	77278630	leucine rich repeat containing 1 Gene [Source:MGI Symbol;Acc:MGI:2442313]
ENSMUSG00000072437	Nanos1	-14.88	1.3177E-01	1.13	2.3114E-01	0	0	4	N/A	1436648_at	1.16	1.1029E-01	ILMN_2701355	1.00	4.62E-01	protein_coding	19	60831890	nanos homolog 1 (Drosophila) Gene [Source:MGI Symbol;Acc:MGI:2669254]
ENSMUSG00000040234	Tm7sf3	-14.63	1.3172E-01	0.88	2.3114E-01	0	0	4	N/A	1452664_a_at	0.71	1.7605E-04	N/A	N/A	N/A	protein_coding	6	146550874	transmembrane 7 superfamily member 3 Gene [Source:MGI (curated);Acc:MGI:1914873]
ENSMUSG00000027371	Fahd2a	-16.83	1.3194E-01	0.88	2.3129E-01	0	0	4	N/A	1453795_at	1.08	6.9082E-02	ILMN_2701855	0.80	1.06E-01	protein_coding	2	127261951	fumarylacetoacetate hydrolase domain containing 2A Gene [Source:MGI (curated);Acc:MGI:1915376]
ENSMUSG00000025759	Mfsd8	-15.75	1.3195E-01	1.13	2.3129E-01	0	0	4	N/A	1452335_at	1.05	3.6875E-01	ILMN_2635968	0.97	4.01E-01	protein_coding	3	40621992	major facilitator superfamily domain containing 8 Gene [Source:MGI (curated);Acc:MGI:1919425]
ENSMUSG00000024593	Megf10	-14.94	1.3198E-01	1.13	2.3130E-01	0	0	4	N/A	1429841_at	0.97	4.5611E-01	ILMN_2840286	1.08	2.13E-01	protein_coding	18	57292744	multiple EGF-like-domains 10 Gene [Source:MGI (curated);Acc:MGI:2685177]
ENSMUSG00000030125	Lrrc23	-19.72	1.3208E-01	1.26	2.3144E-01	0	0	4	N/A	N/A	N/A	N/A	ILMN_1228163	1.07	2.96E-01	protein_coding	6	124719881	leucine rich repeat containing 23 Gene [Source:MGI (curated);Acc:MGI:1315192]
